"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Inline_Fixation","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_3","count_blank_screen_4","count_blank_screen_5","count_blink_screen","count_blink_screen_1","count_blink_screen_2","count_block_loop","count_calibrate","count_calibrate_2","count_calibrate_3","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inlin_blink","count_inline_blink","count_inline_blink_1","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_keyboard_response","count_log_end_of_practice","count_log_end_of_test","count_log_end_of_trial","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_6","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_press_key","count_record_study","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_study","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_new_sketchpad_6","response_press_key","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_new_sketchpad_6","response_time_press_key","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Inline_Fixation","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_3","time_blank_screen_4","time_blank_screen_5","time_blink_screen","time_blink_screen_1","time_blink_screen_2","time_block_loop","time_calibrate","time_calibrate_2","time_calibrate_3","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inlin_blink","time_inline_blink","time_inline_blink_1","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_keyboard_response","time_log_end_of_practice","time_log_end_of_test","time_log_end_of_trial","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_6","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_press_key","time_record_study","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_study","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"1","3495","undefined","undefined","2039.62025316","2039.62025316","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","undefined","0","149","0","NA","11","11","149","149","78","78","11","149","78","NA","0","0","0","11","149","0","0","0","0","11","149","NA","NA","0","NA","0","NA","0","2","NA","11","78","149","NA","149","78","78","149","78","2","0","NA","11","78","149","NA","NA","NA","78","NA","11","149","NA","NA","NA","78","NA","NA","NA","11","149","0","0","149","NA","NA","11","149","78","149","78","0","78","78","NA","11","149","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","78","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","6","NA","space","space","space","NA","NA","space","NA","6","NA","NA","NA","NA","space","space","1634","NA","29110","21965","111737","NA","NA","9274","NA","1634","NA","NA","NA","NA","3003","1169","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","2439122","2641571","NA","588711","590219","2437114","2438622","3458332","3459841","589215","2437618","3458837","NA","385924","619764","2560123","594223","2442627","NA","356813","597798","2447210","597240","2446139","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","3460347","2439127","NA","2437614","3458833","3460342","2439622","3461342","351769","331657","NA","597735","3465989","2446634","NA","NA","NA","3464353","NA","597737","2446636","NA","NA","NA","3464353","NA","NA","NA","597222","2446127","462766","629055","2436838","NA","NA","591222","2439627","3461347","2446641","3455955","2558953","3465991","3458328","NA","588707","2436838","Extended template","0","161130","79","yes","1024","LENS"
"6","1495","undefined","undefined","2040.85","2040.85","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","undefined","0","149","0","NA","11","11","149","149","79","79","11","149","79","NA","0","0","0","11","149","0","0","0","0","11","149","NA","NA","0","NA","0","NA","0","2","NA","11","79","149","NA","149","79","79","149","79","2","0","NA","11","79","149","NA","NA","NA","79","NA","11","149","NA","NA","NA","79","NA","NA","NA","11","149","0","0","149","NA","NA","11","149","79","149","79","0","79","79","NA","11","149","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","79","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","5","NA","space","space","space","NA","NA","space","NA","5","NA","NA","NA","NA","space","space","2138","NA","29110","21965","111737","NA","NA","9274","NA","2138","NA","NA","NA","NA","3003","1169","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","2439122","2641571","NA","588711","590219","2437114","2438622","3468375","3469882","589215","2437618","3468879","NA","385924","619764","2560123","594223","2442627","NA","356813","597798","2447210","597240","2446139","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","3470388","2439127","NA","2437614","3468875","3470383","2439622","3471383","351769","331657","NA","597735","3476533","2446634","NA","NA","NA","3474393","NA","597737","2446636","NA","NA","NA","3474393","NA","NA","NA","597222","2446127","462766","629055","2436838","NA","NA","591222","2439627","3471388","2446641","3465995","2558953","3476535","3468371","NA","588707","2436838","Extended template","0","163268","80","yes","1024","WOOL"
"9","","undefined","undefined","2035.66666667","2035.66666667","#808080","yes","xpyriment","legacy","legacy","0","foil","uniform","undefined","undefined","undefined","NA","undefined","0","149","0","NA","11","11","149","149","80","80","11","149","80","NA","0","0","0","11","149","0","0","0","0","11","149","NA","NA","0","NA","0","NA","0","2","NA","11","80","149","NA","149","80","80","149","80","2","0","NA","11","80","149","NA","NA","NA","80","NA","11","149","NA","NA","NA","80","NA","NA","NA","11","149","0","0","149","NA","NA","11","149","80","149","80","0","80","80","NA","11","149","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","","NA","","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","80","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","5","NA","space","space","space","NA","NA","space","NA","5","NA","NA","NA","NA","space","space","1621","NA","29110","21965","111737","NA","NA","9274","NA","1621","NA","NA","NA","NA","3003","1169","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","2439122","2641571","NA","588711","590219","2437114","2438622","3478916","3480423","589215","2437618","3479420","NA","385924","619764","2560123","594223","2442627","NA","356813","597798","2447210","597240","2446139","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","3480929","2439127","NA","2437614","3479416","3480924","2439622","3481924","351769","331657","NA","597735","3486557","2446634","NA","NA","NA","3484934","NA","597737","2446636","NA","NA","NA","3484934","NA","NA","NA","597222","2446127","462766","629055","2436838","NA","NA","591222","2439627","3481929","2446641","3476539","2558953","3486559","3478912","NA","588707","2436838","Extended template","0","164889","81","yes","1024","CROSS"
"5","495","undefined","undefined","2034.20731707","2034.20731707","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","undefined","0","149","0","NA","11","11","149","149","81","81","11","149","81","NA","0","0","0","11","149","0","0","0","0","11","149","NA","NA","0","NA","0","NA","0","2","NA","11","81","149","NA","149","81","81","149","81","2","0","NA","11","81","149","NA","NA","NA","81","NA","11","149","NA","NA","NA","81","NA","NA","NA","11","149","0","0","149","NA","NA","11","149","81","149","81","0","81","81","NA","11","149","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","81","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","2","NA","space","space","space","NA","NA","space","NA","2","NA","NA","NA","NA","space","space","1916","NA","29110","21965","111737","NA","NA","9274","NA","1916","NA","NA","NA","NA","3003","1169","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","2439122","2641571","NA","588711","590219","2437114","2438622","3488941","3490449","589215","2437618","3489445","NA","385924","619764","2560123","594223","2442627","NA","356813","597798","2447210","597240","2446139","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","3490954","2439127","NA","2437614","3489441","3490949","2439622","3491949","351769","331657","NA","597735","3496877","2446634","NA","NA","NA","3494959","NA","597737","2446636","NA","NA","NA","3494959","NA","NA","NA","597222","2446127","462766","629055","2436838","NA","NA","591222","2439627","3491954","2446641","3486563","2558953","3496879","3488937","NA","588707","2436838","Extended template","0","166805","82","yes","1024","DEFEAT"
"3","1495","undefined","undefined","2025","2025","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","undefined","0","149","0","NA","11","11","149","149","82","82","11","149","82","NA","0","0","0","11","149","0","0","0","0","11","149","NA","NA","0","NA","0","NA","0","2","NA","11","82","149","NA","149","82","82","149","82","2","0","NA","11","82","149","NA","NA","NA","82","NA","11","149","NA","NA","NA","82","NA","NA","NA","11","149","0","0","149","NA","NA","11","149","82","149","82","0","82","82","NA","11","149","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","82","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","1","NA","space","space","space","NA","NA","space","NA","1","NA","NA","NA","NA","space","space","1270","NA","29110","21965","111737","NA","NA","9274","NA","1270","NA","NA","NA","NA","3003","1169","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","2439122","2641571","NA","588711","590219","2437114","2438622","3499265","3500774","589215","2437618","3499770","NA","385924","619764","2560123","594223","2442627","NA","356813","597798","2447210","597240","2446139","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","3501279","2439127","NA","2437614","3499766","3501274","2439622","3502274","351769","331657","NA","597735","3506557","2446634","NA","NA","NA","3505285","NA","597737","2446636","NA","NA","NA","3505285","NA","NA","NA","597222","2446127","462766","629055","2436838","NA","NA","591222","2439627","3502279","2446641","3496883","2558953","3506559","3499261","NA","588707","2436838","Extended template","0","168075","83","yes","1024","SYMPHONY"
"5","495","undefined","undefined","2015.78571429","2015.78571429","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","undefined","0","149","0","NA","11","11","149","149","83","83","11","149","83","NA","0","0","0","11","149","0","0","0","0","11","149","NA","NA","0","NA","0","NA","0","2","NA","11","83","149","NA","149","83","83","149","83","2","0","NA","11","83","149","NA","NA","NA","83","NA","11","149","NA","NA","NA","83","NA","NA","NA","11","149","0","0","149","NA","NA","11","149","83","149","83","0","83","83","NA","11","149","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","83","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","6","NA","space","space","space","NA","NA","space","NA","6","NA","NA","NA","NA","space","space","1251","NA","29110","21965","111737","NA","NA","9274","NA","1251","NA","NA","NA","NA","3003","1169","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","2439122","2641571","NA","588711","590219","2437114","2438622","3508942","3510450","589215","2437618","3509446","NA","385924","619764","2560123","594223","2442627","NA","356813","597798","2447210","597240","2446139","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","3510955","2439127","NA","2437614","3509442","3510950","2439622","3511950","351769","331657","NA","597735","3516213","2446634","NA","NA","NA","3514960","NA","597737","2446636","NA","NA","NA","3514960","NA","NA","NA","597222","2446127","462766","629055","2436838","NA","NA","591222","2439627","3511955","2446641","3506563","2558953","3516215","3508937","NA","588707","2436838","Extended template","0","169326","84","yes","1024","IMPACT"
"2","495","undefined","undefined","2022.24705882","2022.24705882","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","undefined","0","149","0","NA","11","11","149","149","84","84","11","149","84","NA","0","0","0","11","149","0","0","0","0","11","149","NA","NA","0","NA","0","NA","0","2","NA","11","84","149","NA","149","84","84","149","84","2","0","NA","11","84","149","NA","NA","NA","84","NA","11","149","NA","NA","NA","84","NA","NA","NA","11","149","0","0","149","NA","NA","11","149","84","149","84","0","84","84","NA","11","149","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","84","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","6","NA","space","space","space","NA","NA","space","NA","6","NA","NA","NA","NA","space","space","2565","NA","29110","21965","111737","NA","NA","9274","NA","2565","NA","NA","NA","NA","3003","1169","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","2439122","2641571","NA","588711","590219","2437114","2438622","3518644","3520151","589215","2437618","3519148","NA","385924","619764","2560123","594223","2442627","NA","356813","597798","2447210","597240","2446139","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","3520657","2439127","NA","2437614","3519144","3520652","2439622","3521652","351769","331657","NA","597735","3527229","2446634","NA","NA","NA","3524662","NA","597737","2446636","NA","NA","NA","3524662","NA","NA","NA","597222","2446127","462766","629055","2436838","NA","NA","591222","2439627","3521657","2446641","3516219","2558953","3527231","3518640","NA","588707","2436838","Extended template","0","171891","85","yes","1024","GOSPEL"
"2","495","undefined","undefined","2017.61627907","2017.61627907","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","undefined","0","149","0","NA","11","11","149","149","85","85","11","149","85","NA","0","0","0","11","149","0","0","0","0","11","149","NA","NA","0","NA","0","NA","0","2","NA","11","85","149","NA","149","85","85","149","85","2","0","NA","11","85","149","NA","NA","NA","85","NA","11","149","NA","NA","NA","85","NA","NA","NA","11","149","0","0","149","NA","NA","11","149","85","149","85","0","85","85","NA","11","149","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","85","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","6","NA","space","space","space","NA","NA","space","NA","6","NA","NA","NA","NA","space","space","1624","NA","29110","21965","111737","NA","NA","9274","NA","1624","NA","NA","NA","NA","3003","1169","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","2439122","2641571","NA","588711","590219","2437114","2438622","3529617","3531124","589215","2437618","3530121","NA","385924","619764","2560123","594223","2442627","NA","356813","597798","2447210","597240","2446139","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","3531630","2439127","NA","2437614","3530117","3531625","2439622","3532625","351769","331657","NA","597735","3537261","2446634","NA","NA","NA","3535635","NA","597737","2446636","NA","NA","NA","3535635","NA","NA","NA","597222","2446127","462766","629055","2436838","NA","NA","591222","2439627","3532630","2446641","3527235","2558953","3537263","3529611","NA","588707","2436838","Extended template","0","173515","86","yes","1024","GENIUS"
"2","495","undefined","undefined","2015.40229885","2015.40229885","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","undefined","0","149","0","NA","11","11","149","149","86","86","11","149","86","NA","0","0","0","11","149","0","0","0","0","11","149","NA","NA","0","NA","0","NA","0","2","NA","11","86","149","NA","149","86","86","149","86","2","0","NA","11","86","149","NA","NA","NA","86","NA","11","149","NA","NA","NA","86","NA","NA","NA","11","149","0","0","149","NA","NA","11","149","86","149","86","0","86","86","NA","11","149","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","86","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","5","NA","space","space","space","NA","NA","space","NA","5","NA","NA","NA","NA","space","space","1825","NA","29110","21965","111737","NA","NA","9274","NA","1825","NA","NA","NA","NA","3003","1169","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","2439122","2641571","NA","588711","590219","2437114","2438622","3539648","3541155","589215","2437618","3540152","NA","385924","619764","2560123","594223","2442627","NA","356813","597798","2447210","597240","2446139","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","3541661","2439127","NA","2437614","3540148","3541656","2439622","3542656","351769","331657","NA","597735","3547493","2446634","NA","NA","NA","3545666","NA","597737","2446636","NA","NA","NA","3545666","NA","NA","NA","597222","2446127","462766","629055","2436838","NA","NA","591222","2439627","3542661","2446641","3537267","2558953","3547495","3539644","NA","588707","2436838","Extended template","0","175340","87","yes","1024","RAKE"
"1","3495","undefined","undefined","2013","2013","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","undefined","0","149","0","NA","11","11","149","149","87","87","11","149","87","NA","0","0","0","11","149","0","0","0","0","11","149","NA","NA","0","NA","0","NA","0","2","NA","11","87","149","NA","149","87","87","149","87","2","0","NA","11","87","149","NA","NA","NA","87","NA","11","149","NA","NA","NA","87","NA","NA","NA","11","149","0","0","149","NA","NA","11","149","87","149","87","0","87","87","NA","11","149","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","87","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","5","NA","space","space","space","NA","NA","space","NA","5","NA","NA","NA","NA","space","space","1804","NA","29110","21965","111737","NA","NA","9274","NA","1804","NA","NA","NA","NA","3003","1169","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","2439122","2641571","NA","588711","590219","2437114","2438622","3549877","3551384","589215","2437618","3550381","NA","385924","619764","2560123","594223","2442627","NA","356813","597798","2447210","597240","2446139","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","3551889","2439127","NA","2437614","3550377","3551885","2439622","3552885","351769","331657","NA","597735","3557701","2446634","NA","NA","NA","3555895","NA","597737","2446636","NA","NA","NA","3555895","NA","NA","NA","597222","2446127","462766","629055","2436838","NA","NA","591222","2439627","3552890","2446641","3547499","2558953","3557703","3549872","NA","588707","2436838","Extended template","0","177144","88","yes","1024","GRADUATE"
"1","3495","undefined","undefined","2009.19101124","2009.19101124","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","undefined","0","149","0","NA","11","11","149","149","88","88","11","149","88","NA","0","0","0","11","149","0","0","0","0","11","149","NA","NA","0","NA","0","NA","0","2","NA","11","88","149","NA","149","88","88","149","88","2","0","NA","11","88","149","NA","NA","NA","88","NA","11","149","NA","NA","NA","88","NA","NA","NA","11","149","0","0","149","NA","NA","11","149","88","149","88","0","88","88","NA","11","149","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","88","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","5","NA","space","space","space","NA","NA","space","NA","5","NA","NA","NA","NA","space","space","1674","NA","29110","21965","111737","NA","NA","9274","NA","1674","NA","NA","NA","NA","3003","1169","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","2439122","2641571","NA","588711","590219","2437114","2438622","3560087","3561594","589215","2437618","3560591","NA","385924","619764","2560123","594223","2442627","NA","356813","597798","2447210","597240","2446139","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","3562100","2439127","NA","2437614","3560587","3562095","2439622","3563095","351769","331657","NA","597735","3567781","2446634","NA","NA","NA","3566105","NA","597737","2446636","NA","NA","NA","3566105","NA","NA","NA","597222","2446127","462766","629055","2436838","NA","NA","591222","2439627","3563100","2446641","3557707","2558953","3567783","3560083","NA","588707","2436838","Extended template","0","178818","89","yes","1024","TEACHER"
"9","","undefined","undefined","2004.67777778","2004.67777778","#808080","yes","xpyriment","legacy","legacy","0","foil","uniform","undefined","undefined","undefined","NA","undefined","0","149","0","NA","11","11","149","149","89","89","11","149","89","NA","0","0","0","11","149","0","0","0","0","11","149","NA","NA","0","NA","0","NA","0","2","NA","11","89","149","NA","149","89","89","149","89","2","0","NA","11","89","149","NA","NA","NA","89","NA","11","149","NA","NA","NA","89","NA","NA","NA","11","149","0","0","149","NA","NA","11","149","89","149","89","0","89","89","NA","11","149","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","","NA","","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","89","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","2","NA","space","space","space","NA","NA","space","NA","2","NA","NA","NA","NA","space","space","1603","NA","29110","21965","111737","NA","NA","9274","NA","1603","NA","NA","NA","NA","3003","1169","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","2439122","2641571","NA","588711","590219","2437114","2438622","3570166","3571674","589215","2437618","3570670","NA","385924","619764","2560123","594223","2442627","NA","356813","597798","2447210","597240","2446139","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","3572179","2439127","NA","2437614","3570666","3572174","2439622","3573174","351769","331657","NA","597735","3577789","2446634","NA","NA","NA","3576184","NA","597737","2446636","NA","NA","NA","3576184","NA","NA","NA","597222","2446127","462766","629055","2436838","NA","NA","591222","2439627","3573179","2446641","3567787","2558953","3577791","3570162","NA","588707","2436838","Extended template","0","180421","90","yes","1024","OBJECT"
"9","","undefined","undefined","1994.95604396","1994.95604396","#808080","yes","xpyriment","legacy","legacy","0","foil","uniform","undefined","undefined","undefined","NA","undefined","0","149","0","NA","11","11","149","149","90","90","11","149","90","NA","0","0","0","11","149","0","0","0","0","11","149","NA","NA","0","NA","0","NA","0","2","NA","11","90","149","NA","149","90","90","149","90","2","0","NA","11","90","149","NA","NA","NA","90","NA","11","149","NA","NA","NA","90","NA","NA","NA","11","149","0","0","149","NA","NA","11","149","90","149","90","0","90","90","NA","11","149","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","","NA","","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","90","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","4","NA","space","space","space","NA","NA","space","NA","4","NA","NA","NA","NA","space","space","1120","NA","29110","21965","111737","NA","NA","9274","NA","1120","NA","NA","NA","NA","3003","1169","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","2439122","2641571","NA","588711","590219","2437114","2438622","3580175","3581682","589215","2437618","3580679","NA","385924","619764","2560123","594223","2442627","NA","356813","597798","2447210","597240","2446139","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","3582189","2439127","NA","2437614","3580675","3582183","2439622","3583184","351769","331657","NA","597735","3587317","2446634","NA","NA","NA","3586195","NA","597737","2446636","NA","NA","NA","3586195","NA","NA","NA","597222","2446127","462766","629055","2436838","NA","NA","591222","2439627","3583190","2446641","3577795","2558953","3587319","3580171","NA","588707","2436838","Extended template","0","181541","91","yes","1024","ABSENCE"
