"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_block_loop","count_delay","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimenter","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_instruction_cue","count_instructions","count_keyboard_response","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_loop","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_4","count_new_sketchpad_5","count_plus_instruction","count_post_cue","count_practice_loop","count_reset_feedback","count_sketchpad","count_stimuli","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","cue","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_new_sketchpad_5","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_new_sketchpad_5","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_block_loop","time_delay","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimenter","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_instruction_cue","time_instructions","time_keyboard_response","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_loop","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_4","time_new_sketchpad_5","time_plus_instruction","time_post_cue","time_practice_loop","time_reset_feedback","time_sketchpad","time_stimuli","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"1","3495","undefined","undefined","1722.52","1722.52","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","24","2","0","NA","NA","NA","NA","24","NA","161","NA","NA","NA","24","NA","24","0","NA","161","0","NA","NA","161","0","24","24","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","24","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","5","NA","space","space","space","NA","NA","space","NA","5","NA","NA","NA","space","space","2358","NA","30561","5837","66327","NA","NA","145669","NA","2358","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1876415","160887","4300","NA","NA","NA","NA","1880427","NA","1651193","NA","NA","NA","1880427","NA","1877414","306257","NA","1648699","196483","NA","NA","1644189","1717575","1882787","1876405","NA","1643673","Extended template","0","43063","25","yes","1024","JOURNAL"
"3","1495","undefined","undefined","1676.96153846","1676.96153846","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","25","2","0","NA","NA","NA","NA","25","NA","161","NA","NA","NA","25","NA","25","0","NA","161","0","NA","NA","161","0","25","25","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","25","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","6","NA","space","space","space","NA","NA","space","NA","6","NA","NA","NA","space","space","538","NA","30561","5837","66327","NA","NA","145669","NA","538","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1883572","160887","4300","NA","NA","NA","NA","1887583","NA","1651193","NA","NA","NA","1887583","NA","1884570","306257","NA","1648699","196483","NA","NA","1644189","1717575","1888123","1883562","NA","1643673","Extended template","0","43601","26","yes","1024","LAMP"
"5","495","undefined","undefined","1662.44444444","1662.44444444","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","26","2","0","NA","NA","NA","NA","26","NA","161","NA","NA","NA","26","NA","26","0","NA","161","0","NA","NA","161","0","26","26","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","26","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","2","NA","space","space","space","NA","NA","space","NA","2","NA","NA","NA","space","space","1285","NA","30561","5837","66327","NA","NA","145669","NA","1285","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1888911","160887","4300","NA","NA","NA","NA","1892924","NA","1651193","NA","NA","NA","1892924","NA","1889910","306257","NA","1648699","196483","NA","NA","1644189","1717575","1894211","1888901","NA","1643673","Extended template","0","44886","27","yes","1024","OPPONENT"
"7","","undefined","undefined","1632.89285714","1632.89285714","#808080","yes","xpyriment","legacy","legacy","0","foil","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","27","2","0","NA","NA","NA","NA","27","NA","161","NA","NA","NA","27","NA","27","0","NA","161","0","NA","NA","161","0","27","27","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","","NA","","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","27","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","1","NA","space","space","space","NA","NA","space","NA","1","NA","NA","NA","space","space","835","NA","30561","5837","66327","NA","NA","145669","NA","835","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1894996","160887","4300","NA","NA","NA","NA","1899006","NA","1651193","NA","NA","NA","1899006","NA","1895994","306257","NA","1648699","196483","NA","NA","1644189","1717575","1899843","1894986","NA","1643673","Extended template","0","45721","28","yes","1024","DESIRE"
"5","495","undefined","undefined","1603.55172414","1603.55172414","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","28","2","0","NA","NA","NA","NA","28","NA","161","NA","NA","NA","28","NA","28","0","NA","161","0","NA","NA","161","0","28","28","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","28","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","6","NA","space","space","space","NA","NA","space","NA","6","NA","NA","NA","space","space","782","NA","30561","5837","66327","NA","NA","145669","NA","782","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1900631","160887","4300","NA","NA","NA","NA","1904643","NA","1651193","NA","NA","NA","1904643","NA","1901629","306257","NA","1648699","196483","NA","NA","1644189","1717575","1905427","1900621","NA","1643673","Extended template","0","46503","29","yes","1024","INTERVAL"
"7","","undefined","undefined","1576.46666667","1576.46666667","#808080","yes","xpyriment","legacy","legacy","0","foil","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","29","2","0","NA","NA","NA","NA","29","NA","161","NA","NA","NA","29","NA","29","0","NA","161","0","NA","NA","161","0","29","29","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","","NA","","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","29","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","1","NA","space","space","space","NA","NA","space","NA","1","NA","NA","NA","space","space","791","NA","30561","5837","66327","NA","NA","145669","NA","791","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1906214","160887","4300","NA","NA","NA","NA","1910225","NA","1651193","NA","NA","NA","1910225","NA","1907212","306257","NA","1648699","196483","NA","NA","1644189","1717575","1911018","1906204","NA","1643673","Extended template","0","47294","30","yes","1024","URGENCY"
"7","","undefined","undefined","1541.87096774","1541.87096774","#808080","yes","xpyriment","legacy","legacy","0","foil","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","30","2","0","NA","NA","NA","NA","30","NA","161","NA","NA","NA","30","NA","30","0","NA","161","0","NA","NA","161","0","30","30","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","","NA","","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","30","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","1","NA","space","space","space","NA","NA","space","NA","1","NA","NA","NA","space","space","504","NA","30561","5837","66327","NA","NA","145669","NA","504","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1911805","160887","4300","NA","NA","NA","NA","1915817","NA","1651193","NA","NA","NA","1915817","NA","1912803","306257","NA","1648699","196483","NA","NA","1644189","1717575","1916323","1911795","NA","1643673","Extended template","0","47798","31","yes","1024","KITCHEN"
"3","1495","undefined","undefined","1546.25","1546.25","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","31","2","0","NA","NA","NA","NA","31","NA","161","NA","NA","NA","31","NA","31","0","NA","161","0","NA","NA","161","0","31","31","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","31","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","5","NA","space","space","space","NA","NA","space","NA","5","NA","NA","NA","space","space","1682","NA","30561","5837","66327","NA","NA","145669","NA","1682","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1917107","160887","4300","NA","NA","NA","NA","1921119","NA","1651193","NA","NA","NA","1921119","NA","1918105","306257","NA","1648699","196483","NA","NA","1644189","1717575","1922803","1917097","NA","1643673","Extended template","0","49480","32","yes","1024","NEON"
"1","3495","undefined","undefined","1512.09090909","1512.09090909","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","32","2","0","NA","NA","NA","NA","32","NA","161","NA","NA","NA","32","NA","32","0","NA","161","0","NA","NA","161","0","32","32","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","32","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","1","NA","space","space","space","NA","NA","space","NA","1","NA","NA","NA","space","space","419","NA","30561","5837","66327","NA","NA","145669","NA","419","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1923586","160887","4300","NA","NA","NA","NA","1927597","NA","1651193","NA","NA","NA","1927597","NA","1924584","306257","NA","1648699","196483","NA","NA","1644189","1717575","1928018","1923576","NA","1643673","Extended template","0","49899","33","yes","1024","LAUNCH"
"7","","undefined","undefined","1479.82352941","1479.82352941","#808080","yes","xpyriment","legacy","legacy","0","foil","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","33","2","0","NA","NA","NA","NA","33","NA","161","NA","NA","NA","33","NA","33","0","NA","161","0","NA","NA","161","0","33","33","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","","NA","","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","33","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","1","NA","space","space","space","NA","NA","space","NA","1","NA","NA","NA","space","space","415","NA","30561","5837","66327","NA","NA","145669","NA","415","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1928806","160887","4300","NA","NA","NA","NA","1932818","NA","1651193","NA","NA","NA","1932818","NA","1929804","306257","NA","1648699","196483","NA","NA","1644189","1717575","1933235","1928795","NA","1643673","Extended template","0","50314","34","yes","1024","GOLF"
"1","3495","undefined","undefined","1525.05714286","1525.05714286","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","34","2","0","NA","NA","NA","NA","34","NA","161","NA","NA","NA","34","NA","34","0","NA","161","0","NA","NA","161","0","34","34","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","34","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","1","NA","space","space","space","NA","NA","space","NA","1","NA","NA","NA","space","space","3063","NA","30561","5837","66327","NA","NA","145669","NA","3063","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1934020","160887","4300","NA","NA","NA","NA","1938034","NA","1651193","NA","NA","NA","1938033","NA","1935019","306257","NA","1648699","196483","NA","NA","1644189","1717575","1941099","1934010","NA","1643673","Extended template","0","53377","35","yes","1024","INCOME"
"4","3495","undefined","undefined","1506.66666667","1506.66666667","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","35","2","0","NA","NA","NA","NA","35","NA","161","NA","NA","NA","35","NA","35","0","NA","161","0","NA","NA","161","0","35","35","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","35","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","2","NA","space","space","space","NA","NA","space","NA","2","NA","NA","NA","space","space","863","NA","30561","5837","66327","NA","NA","145669","NA","863","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1941887","160887","4300","NA","NA","NA","NA","1945898","NA","1651193","NA","NA","NA","1945898","NA","1942885","306257","NA","1648699","196483","NA","NA","1644189","1717575","1946763","1941877","NA","1643673","Extended template","0","54240","36","yes","1024","CANDY"
"3","1495","undefined","undefined","1480.21621622","1480.21621622","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","36","2","0","NA","NA","NA","NA","36","NA","161","NA","NA","NA","36","NA","36","0","NA","161","0","NA","NA","161","0","36","36","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","36","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","6","NA","space","space","space","NA","NA","space","NA","6","NA","NA","NA","space","space","528","NA","30561","5837","66327","NA","NA","145669","NA","528","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1947548","160887","4300","NA","NA","NA","NA","1951561","NA","1651193","NA","NA","NA","1951560","NA","1948547","306257","NA","1648699","196483","NA","NA","1644189","1717575","1952091","1947538","NA","1643673","Extended template","0","54768","37","yes","1024","DETAIL"
"4","3495","undefined","undefined","1456.47368421","1456.47368421","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","37","2","0","NA","NA","NA","NA","37","NA","161","NA","NA","NA","37","NA","37","0","NA","161","0","NA","NA","161","0","37","37","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","37","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","1","NA","space","space","space","NA","NA","space","NA","1","NA","NA","NA","space","space","578","NA","30561","5837","66327","NA","NA","145669","NA","578","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1952875","160887","4300","NA","NA","NA","NA","1956887","NA","1651193","NA","NA","NA","1956887","NA","1953874","306257","NA","1648699","196483","NA","NA","1644189","1717575","1957467","1952865","NA","1643673","Extended template","0","55346","38","yes","1024","ELBOW"
"1","3495","undefined","undefined","1451.97435897","1451.97435897","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","38","2","0","NA","NA","NA","NA","38","NA","161","NA","NA","NA","38","NA","38","0","NA","161","0","NA","NA","161","0","38","38","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","38","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","2","NA","space","space","space","NA","NA","space","NA","2","NA","NA","NA","space","space","1281","NA","30561","5837","66327","NA","NA","145669","NA","1281","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1958252","160887","4300","NA","NA","NA","NA","1962264","NA","1651193","NA","NA","NA","1962264","NA","1959250","306257","NA","1648699","196483","NA","NA","1644189","1717575","1963547","1958242","NA","1643673","Extended template","0","56627","39","yes","1024","CROP"
"7","","undefined","undefined","1496.2","1496.2","#808080","yes","xpyriment","legacy","legacy","0","foil","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","39","2","0","NA","NA","NA","NA","39","NA","161","NA","NA","NA","39","NA","39","0","NA","161","0","NA","NA","161","0","39","39","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","","NA","","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","39","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","5","NA","space","space","space","NA","NA","space","NA","5","NA","NA","NA","space","space","3221","NA","30561","5837","66327","NA","NA","145669","NA","3221","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1964329","160887","4300","NA","NA","NA","NA","1968340","NA","1651193","NA","NA","NA","1968340","NA","1965327","306257","NA","1648699","196483","NA","NA","1644189","1717575","1971563","1964319","NA","1643673","Extended template","0","59848","40","yes","1024","LAUGH"
"8","","undefined","undefined","1493.90243902","1493.90243902","#808080","yes","xpyriment","legacy","legacy","0","foil","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","40","2","0","NA","NA","NA","NA","40","NA","161","NA","NA","NA","40","NA","40","0","NA","161","0","NA","NA","161","0","40","40","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","","NA","","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","40","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","1","NA","space","space","space","NA","NA","space","NA","1","NA","NA","NA","space","space","1402","NA","30561","5837","66327","NA","NA","145669","NA","1402","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1972347","160887","4300","NA","NA","NA","NA","1976359","NA","1651193","NA","NA","NA","1976359","NA","1973346","306257","NA","1648699","196483","NA","NA","1644189","1717575","1977763","1972338","NA","1643673","Extended template","0","61250","41","yes","1024","KNIGHT"
"7","","undefined","undefined","1491.95238095","1491.95238095","#808080","yes","xpyriment","legacy","legacy","0","foil","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","41","2","0","NA","NA","NA","NA","41","NA","161","NA","NA","NA","41","NA","41","0","NA","161","0","NA","NA","161","0","41","41","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","","NA","","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","41","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","2","NA","space","space","space","NA","NA","space","NA","2","NA","NA","NA","space","space","1412","NA","30561","5837","66327","NA","NA","145669","NA","1412","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1978546","160887","4300","NA","NA","NA","NA","1982557","NA","1651193","NA","NA","NA","1982557","NA","1979544","306257","NA","1648699","196483","NA","NA","1644189","1717575","1983971","1978536","NA","1643673","Extended template","0","62662","42","yes","1024","VALLEY"
"1","3495","undefined","undefined","1535.81395349","1535.81395349","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","undefined","0","0","NA","NA","161","0","0","0","0","161","NA","NA","0","0","NA","2","NA","161","42","2","0","NA","NA","NA","NA","42","NA","161","NA","NA","NA","42","NA","42","0","NA","161","0","NA","NA","161","0","42","42","NA","161","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","42","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","5","NA","space","space","space","NA","NA","space","NA","5","NA","NA","NA","space","space","3378","NA","30561","5837","66327","NA","NA","145669","NA","3378","NA","NA","NA","26256","2122","2","legacy","1024","2","48000","-16","experiment","2","even","149980","1719699","NA","NA","1647194","NA","165920","300412","1651242","1650698","NA","NA","4287","332515","NA","160873","NA","1643683","1984756","160887","4300","NA","NA","NA","NA","1988767","NA","1651193","NA","NA","NA","1988766","NA","1985754","306257","NA","1648699","196483","NA","NA","1644189","1717575","1992147","1984746","NA","1643673","Extended template","0","66040","43","yes","1024","GRASS"
